ID,var_rpta_alt
535676#852547#227795,0
232264#518608#561734,1
20267#536627#543715,0
388231#591452#488890,0
68842#893739#186603,1
589300#144948#943149,1
625049#61538#1043445,1
313242#967386#112956,0
461257#705876#374466,1
156466#450015#630360,1
157612#559692#520650,0
294919#205012#880239,1
61180#483358#596984,1
74143#604667#475675,0
242461#248487#834513,1
68893#293220#789858,1
445224#880146#200196,1
325049#355524#724340,1
566269#1030646#49696,1
131764#952172#128170,1
442097#750012#330330,1
391939#986093#94249,0
352709#813314#267028,1
154530#834302#246040,1
127079#185880#902270,1
165213#799713#280629,1
604587#42902#1061911,1
584379#465776#614566,1
324342#595060#485282,1
428049#328530#754636,1
458576#494198#586144,1
505584#866859#213483,1
413675#243780#839218,1
467987#1036318#44024,0
271863#491381#588961,0
356327#730765#349577,1
208568#575418#504924,1
107178#502494#577848,1
107549#245661#837336,1
561007#104856#982916,1
80547#460214#620126,1
371560#292747#790323,1
103194#768147#312195,1
244514#723275#357067,1
465214#319063#764075,0
585142#765735#314607,1
55861#1055058#25284,1
345152#693225#387117,1
338667#150878#937218,1
431954#528123#552219,1
155467#523517#556825,1
358253#1076924#3418,1
603779#506227#574115,1
349551#385628#694223,0
65397#232174#850661,1
338041#928421#151921,1
153306#419807#660184,0
64062#659185#421157,1
141172#194400#893854,1
479780#463245#617097,0
122097#103009#984762,1
296294#691793#388549,1
55055#235134#847744,1
181605#197501#890759,1
431333#586435#493907,1
168768#351440#729329,0
242752#422771#657212,0
425649#315892#767249,1
155021#964041#116301,1
275327#514787#565555,0
185155#878438#201904,0
69550#481318#599024,1
102675#816368#263974,0
546825#783330#297012,1
108473#260310#822673,1
61845#287269#795801,1
196662#986626#93716,1
231283#409959#669960,1
21178#795021#285321,1
548828#776348#303994,1
426865#866789#213553,1
576153#818595#261747,0
565125#1031080#49262,1
337847#449125#631232,1
392599#979514#100828,1
406256#968172#112170,0
575492#486619#593723,1
597441#874103#206239,0
296264#690066#390276,1
138067#368500#711359,1
546471#839609#240733,0
11613#643598#436744,1
87779#975584#104758,1
598482#419851#660140,1
487876#45078#1059743,1
55446#564569#515773,0
159583#586514#493828,1
209544#454963#625379,0
113717#229698#853132,1
291808#247539#835466,1
84782#269071#813940,0
181879#416559#663435,1
24676#800046#280296,1
68835#648473#431869,1
418180#468971#611371,1
311071#737072#343270,0
372213#725118#355224,1
437671#409344#670579,1
255862#852019#228323,0
157552#229949#852884,1
232325#736640#343702,1
504620#835247#245095,1
558190#130392#957456,1
371917#259387#823600,1
607068#381464#698389,1
439413#723948#356394,1
390931#607676#472666,0
608197#285144#797914,1
357917#765663#314679,1
631380#451082#629276,1
209576#776268#304074,1
508010#283007#800047,1
311336#996746#83596,1
499245#816608#263734,0
271532#601419#478923,0
371789#429955#650047,0
323344#391396#688509,1
370287#452624#627730,1
425401#1071208#9134,0
110510#888580#191762,0
567873#818268#262074,1
212302#516042#564300,1
186578#411417#668506,1
179796#203540#881703,0
150366#759672#320670,0
116507#871442#208900,0
150896#419083#660907,1
236390#551309#529033,0
484360#263037#819949,1
15704#278548#804491,0
530717#307583#775539,1
433944#374614#705236,1
297912#476852#603490,1
146717#518587#561755,1
250315#802365#277977,1
432258#1061185#19157,1
190060#135991#952103,1
363954#887641#192701,0
318327#373845#706009,1
485135#366463#713393,1
526006#1030381#49961,1
412541#400831#679079,1
224610#106536#981250,1
486486#352552#727318,1
204798#306848#776270,0
565146#301877#781237,1
71931#153782#934330,0
363373#974603#105739,1
257712#984380#95962,1
274819#756574#323768,0
414470#358367#721497,1
564093#892706#187636,0
407063#873207#207135,1
241571#673856#406486,1
626588#73738#1031310,0
201986#222317#860478,1
420242#230924#851909,1
244049#821183#259159,1
252186#276946#806082,0
327104#1063436#16906,1
136369#576468#503874,1
150417#805199#275143,0
311073#1041361#38981,0
549763#45655#1059176,1
292724#876058#204284,1
124770#941667#138675,1
410357#304186#778920,1
425432#860837#219505,1
79450#854970#225372,1
408086#358807#721050,1
561301#517760#562582,1
336268#278554#804485,0
275991#838521#241821,1
340365#657461#422881,1
395998#332279#748294,1
158107#442865#637440,1
304553#677874#402468,1
147179#470321#610021,0
409402#1007675#72667,0
45035#543460#536882,0
159870#713842#366500,1
241999#705492#374850,1
110994#326888#756241,1
539010#317492#765652,0
505487#889499#190843,1
372726#120119#967707,1
219871#704390#375952,1
296606#497303#583039,1
172154#1016532#63810,1
147061#707321#373021,1
208275#696827#383515,1
265123#433990#646164,1
188193#823905#256437,1
627116#667552#412790,1
17724#317552#765593,0
100484#662524#417818,1
94019#243680#839320,0
259831#989416#90926,0
425039#590503#489839,1
191267#289546#793514,0
125556#794642#285700,1
103174#629011#451331,1
259603#619159#461183,1
495062#816700#263642,1
459609#270039#812973,1
464845#122952#964868,1
449114#712869#367473,0
132487#363055#716799,1
353182#896649#183693,1
213409#432142#647930,1
291777#204656#880597,1
592092#554708#525634,1
107051#178353#909766,1
449792#539087#541255,1
301286#806340#274002,0
98216#802646#277696,1
263347#199143#889123,1
532502#659528#420814,0
223106#155130#932978,1
407314#272572#810447,1
64046#655500#424842,1
575153#956429#123913,1
532870#653938#426404,1
220997#431779#648279,1
395258#593889#486453,1
32397#688666#391676,1
280768#1038437#41905,1
521879#1026255#54087,1
85529#282452#800604,1
43509#430247#649759,0
417919#723870#356472,0
231135#826840#253502,1
440808#931454#148888,1
222497#564457#515885,1
403180#63076#1041911,1
11033#311576#771568,1
360482#74416#1030633,1
461968#636457#443885,1
333896#357333#722531,1
455445#214120#868640,0
610187#536745#543597,1
144188#889428#190914,1
587196#44778#1060044,1
137356#309228#773894,1
255971#103219#984553,1
510529#910582#169760,0
620646#528385#551957,1
624209#329375#751323,1
412780#992457#87885,0
483398#982002#98340,0
11835#662241#418101,1
173989#813346#266996,1
41642#159995#928106,1
251739#830001#250341,1
42014#762763#317579,0
349358#527850#552492,0
367108#143008#945089,1
427491#417198#662798,1
478379#717930#362412,0
299910#559913#520429,1
338563#867327#213015,0
555418#1030134#50208,1
276333#106214#981568,1
110482#514602#565740,1
560476#483420#596922,1
342300#279879#803165,1
297822#876047#204295,0
296932#1023597#56745,1
454773#625126#455216,1
112531#480010#600332,1
257020#811736#268606,1
119729#511039#569303,1
285302#492727#587615,0
487489#534538#545804,0
477089#689506#390836,1
296638#1033761#46581,1
254140#628974#451368,1
539657#688659#391683,1
46187#205379#879884,1
430056#201231#887039,1
383407#868428#211914,1
400125#1004423#75919,0
158867#1071473#8869,0
468476#186977#901171,1
495736#742750#337592,0
358123#255829#827157,1
309463#510039#570303,0
463059#899569#180773,0
296074#978033#102309,0
534802#643178#437164,1
426395#530548#549794,1
541048#90109#1015212,1
24597#90620#1014717,1
522094#648144#432198,1
334216#1040981#39361,1
559030#472053#608289,1
563852#438026#642272,0
293570#984276#96066,1
380622#37123#1067935,1
205997#877618#202724,0
500078#611663#468679,0
476722#395762#684144,1
514284#770934#309408,1
318213#890291#190051,1
538265#851042#229300,1
481119#625365#454977,1
555141#490348#589994,1
372505#954461#125881,1
134648#194165#894088,1
55373#352087#727786,1
519426#641730#438612,1
233418#761870#318472,1
240776#676757#403585,1
463539#120493#967328,1
547678#389369#690480,1
181977#1006913#73429,1
212742#687334#393008,1
71350#776690#303652,1
62877#287764#795305,1
446145#231194#851637,1
87341#870923#209419,0
138632#224710#858099,1
9358#616647#463695,0
402982#748783#331559,0
327512#324114#759019,1
380366#360613#719249,1
180168#317275#765867,1
459425#959852#120490,0
188959#607450#472892,0
258072#572766#507576,1
36791#178221#909898,1
118587#769462#310880,1
575492#486562#593780,1
89206#703323#377019,0
474252#51090#1053828,1
299583#1077592#2750,0
9741#942492#137850,1
470683#253770#829228,0
419543#68688#1036354,0
432403#966592#113750,1
341261#352599#727271,0
245145#739449#340893,1
126040#119842#967983,1
172951#540337#540005,1
270471#812720#267622,1
95428#1025568#54774,1
412553#167129#920998,1
482676#534180#546162,0
410019#471906#608436,1
438762#743744#336598,1
166023#876788#203554,0
210055#88610#1016688,0
359764#999294#81048,0
527747#517879#562463,0
93336#453191#627158,1
134194#890989#189353,0
500577#105906#981873,1
290275#754808#325534,0
119883#301862#781252,1
143312#533588#546754,0
163605#429977#650025,1
492166#947179#133163,1
307483#959080#121262,1
147731#469760#610582,1
527158#656917#423425,0
296273#737271#343071,1
204171#868666#211676,0
238487#1004317#76025,1
380889#599777#480565,0
344978#67497#1037541,1
385823#358613#721248,0
375524#131801#956082,1
385025#986105#94237,1
324070#278517#804524,0
186687#509842#570500,0
593134#1067504#12838,1
607128#426025#653949,1
349301#56209#1048742,1
19984#694360#385982,0
275070#601962#478380,0
391929#201582#886688,1
88795#994739#85603,0
389216#72780#1032278,1
621753#411373#668552,1
129227#1013346#66996,1
106630#1044987#35355,0
411216#355360#724506,1
412153#600420#479922,1
633023#54814#1050133,1
565357#738906#341436,1
175163#306171#776943,1
112833#320357#762799,1
387684#352321#727548,1
399803#342866#737793,1
185868#987794#92548,0
610361#1031971#48371,1
529794#1065989#14353,1
365560#232108#850729,1
336021#69288#1035764,1
551470#786358#293984,0
155158#308068#775051,1
391362#511011#569331,0
261599#516158#564184,1
211758#550621#529721,0
528842#293245#789832,1
291385#610555#469787,1
460986#137804#950301,0
497801#716259#364083,1
11735#608114#472228,1
323218#573493#506849,1
28272#678841#401501,1
30675#1003539#76803,1
502438#865987#214355,1
117128#782606#297736,1
367383#56805#1048143,1
126203#915804#164538,0
9251#175833#912264,0
248381#324957#758174,1
1967#523893#556449,1
283401#524203#556139,0
196304#322919#760216,1
463519#382501#697350,1
121042#84721#1020535,1
153820#413559#666359,1
131906#697384#382958,1
149979#264499#818492,0
466519#871639#208703,0
278311#465875#614467,1
6564#370383#709466,1
630477#169848#918287,1
248009#435669#644559,1
209171#464391#615951,0
290513#262430#820554,1
134613#1059895#20447,0
249306#748436#331906,1
436549#41112#1063991,1
617076#198924#889341,0
430977#52736#1052217,1
336929#563670#516672,1
533345#318863#764273,1
3211#871172#209170,1
168395#112488#975326,1
286349#126274#961558,1
477065#404691#675233,1
334205#269588#813424,1
329510#241961#841053,1
579445#870873#209469,1
533703#1071304#9038,1
526070#302246#780868,0
498557#432681#647406,0
231539#160189#927910,1
629198#537443#542899,1
435623#423677#656307,1
267349#980527#99815,1
402385#546006#534336,0
297406#283468#799586,1
560280#874448#205894,0
633384#385368#694485,1
494982#790910#289432,1
523341#649421#430921,1
142957#428694#651301,1
226592#804104#276238,1
373423#854048#226294,1
527756#573839#506503,0
344072#797584#282758,0
385980#108065#979728,1
121151#641090#439252,1
587523#949239#131103,0
276702#258621#824368,1
600070#135810#952280,1
209343#805612#274730,1
632000#718534#361808,0
26444#1075047#5295,1
452024#97966#989797,1
250772#86787#1018480,0
448648#377561#702301,0
537990#44306#1060512,0
427292#195784#892473,1
583654#673773#406569,1
589063#34613#1070429,0
591814#114965#972856,1
48926#977315#103027,1
2629#706451#373891,1
210616#523761#556581,1
513546#851396#228946,0
462823#988338#92004,1
179544#1048702#31640,1
137192#624199#456143,1
111499#798631#281711,0
391924#281404#801645,0
404961#713058#367284,0
177913#866996#213346,1
393321#51292#1053636,1
89801#137179#950927,1
424360#966713#113629,1
244634#1021669#58673,1
363390#1079442#900,1
199132#101587#986185,0
97731#1020772#59570,0
167832#873161#207181,1
339598#663147#417195,1
56571#296236#786866,1
147932#124726#963100,0
552495#478234#602108,1
495233#363765#716085,0
285276#975064#105278,1
60211#1032567#47775,1
203039#879474#200868,1
310428#835252#245090,0
178238#977851#102491,1
204850#779112#301230,1
224482#162758#925353,1
63745#656246#424096,0
483013#49001#1055826,0
118075#934526#145816,1
154875#760701#319641,1
452772#624462#455880,1
603139#681624#398718,1
397543#515815#564527,0
359530#227876#854952,1
214453#490859#589483,1
389228#774041#306301,0
582503#168940#919195,1
112679#334779#745804,1
131370#225583#857227,1
118643#493359#586983,1
485441#573858#506484,1
603226#541992#538350,0
394163#881877#198465,0
139118#600748#479594,1
268672#1045675#34667,1
490654#711736#368606,1
541252#110270#977527,1
248045#544569#535773,0
471491#571882#508460,1
58193#319422#763725,1
48135#430203#649802,1
559688#741548#338794,1
397098#146394#941701,1
222536#1013529#66813,1
538983#1053092#27250,0
228059#594895#485447,1
177430#708985#371357,0
64077#92629#995134,0
354111#1044830#35512,0
505980#180272#907851,0
398501#408544#671373,1
43429#899449#180893,0
214856#1045553#34789,0
301829#575994#504348,1
29265#469644#610698,1
15682#496632#583710,1
384390#831011#249331,1
499101#1006878#73464,0
216808#460164#620179,1
620129#733390#346952,1
287853#683235#397107,1
262616#355253#724616,0
198659#705419#374923,1
445984#952988#127354,1
401615#285771#797287,1
6468#594859#485483,1
400814#182023#906112,1
541907#857728#222614,1
629732#52177#1052771,1
487073#702371#377971,1
584820#654031#426311,1
618622#186417#901734,1
434535#1062407#17935,1
331589#34548#1070491,1
132593#175693#912405,0
432000#622697#457645,1
420034#418975#661017,1
434348#798481#281861,1
606299#120784#967037,1
108842#420336#659652,1
6980#567630#512712,1
251047#967400#112942,1
289623#287955#795114,1
610267#152564#935532,0
236979#765818#314524,1
227124#1062022#18320,1
86533#648886#431456,1
488103#992957#87385,0
510665#451235#629121,1
236635#682597#397745,1
270468#812563#267779,1
522609#698684#381658,1
162877#113493#974321,1
121160#478637#601705,0
535308#387287#692566,1
285312#1058331#22011,1
487925#568943#511399,1
69758#1025943#54399,1
572931#901216#179126,0
310836#527038#553304,0
606749#73614#1031437,1
70103#692590#387752,1
437290#352142#727731,1
4946#269065#813946,0
15422#1031939#48403,1
362528#459651#620693,1
410818#975637#104705,1
463444#56182#1048768,1
248260#419250#660738,0
439431#760196#320146,1
490575#835654#244688,1
410859#491353#588989,1
118137#474844#605498,0
309068#616468#463874,0
401539#451386#628974,1
300566#276930#806098,1
192601#121159#966663,1
569380#821201#259141,1
179722#271192#811820,0
483306#341565#739088,0
307664#1037377#42965,0
383300#1018019#62323,0
158393#828640#251702,1
541599#392349#687552,1
48606#812497#267845,1
294459#639312#441030,1
136648#513794#566548,1
359583#49299#1055533,1
362361#95730#992044,1
295130#216820#865954,1
32715#895903#184439,1
131892#772874#307468,1
536416#64208#1040793,1
170552#849480#230862,1
142232#318009#765128,1
35683#726970#353372,0
280610#353187#726681,1
73540#571053#509289,1
138449#806775#273567,1
214481#152712#935387,1
297729#1025120#55222,1
94430#238811#844195,1
548144#1044121#36221,1
520198#348253#732484,1
341722#883634#196708,1
387450#105648#982131,1
215982#152845#935257,1
523446#878349#201993,1
537616#850971#229371,1
522007#646835#433507,1
617561#54265#1050680,1
341317#365327#714532,1
507152#137193#950913,1
460929#118129#969700,1
445477#199757#888512,1
487767#768275#312067,0
29746#508493#571849,1
84132#654315#426027,1
134564#888929#191413,1
74713#565634#514708,0
290403#631691#448651,1
595275#669676#410666,1
601641#57581#1047384,0
301499#308950#774173,1
505037#74009#1031040,1
19707#643223#437119,0
501719#793541#286801,1
555867#632260#448082,1
603495#496916#583426,1
523626#699128#381214,0
40856#816564#263778,1
447745#621113#459229,0
299338#450379#629995,1
76885#341623#739031,1
356673#491232#589110,0
240637#1015449#64893,1
408920#813863#266479,0
331620#146891#941202,1
201991#516222#564120,0
357223#886597#193745,0
332977#372569#707285,0
90375#481778#598564,1
225764#973099#107243,1
585079#150022#938072,1
365119#1006161#74181,1
330573#624458#455884,1
491304#651348#428994,1
354477#997593#82749,1
608087#541974#538368,1
14603#830707#249635,1
268849#210280#872461,1
39087#954916#125426,1
17423#36918#1068143,0
162381#846179#234163,1
232714#40207#1064889,1
370575#1048218#32124,0
548173#866947#213395,0
216139#667290#413052,0
286828#1044203#36139,0
33816#296440#786664,1
2100#33661#1071367,1
518540#467358#612984,0
266656#105279#982497,0
239940#673295#407047,0
30970#444359#635967,0
235365#394017#685891,1
633588#787690#292652,0
482878#41771#1063334,1
499646#460458#619877,1
519777#63795#1041205,0
193923#372892#706962,0
460126#788316#292026,1
613879#96523#991248,1
498915#51871#1053075,1
130581#459431#620912,1
143714#787535#292807,1
596043#119208#968620,1
425428#37095#1067963,1
272640#121300#966522,1
20113#512032#568310,1
609477#468019#612323,1
146533#94217#993561,1
451961#1077035#3307,1
234681#497944#582398,1
67657#890719#189623,0
600074#321094#762061,1
27261#638917#441425,1
23256#848170#232172,1
87918#468643#611699,1
618810#239662#843360,1
60910#369032#710826,1
428016#361815#718044,1
370463#104488#983284,1
206975#977237#103105,1
603988#93990#993787,1
526746#664376#415966,1
138244#727979#352363,0
287255#851077#229265,0
461486#551097#529245,0
26191#749814#330528,1
419807#627330#453012,1
577303#883716#196626,0
487969#890306#190036,1
361423#1006865#73477,1
21426#329650#751049,1
214621#417570#662424,0
571544#789457#290885,1
498259#813497#266845,0
52032#502566#577776,0
253407#531232#549110,1
328492#59406#1045569,0
241133#475215#605127,0
133595#1033708#46634,1
327842#362238#717616,1
310243#977772#102570,0
408838#703039#377303,1
197456#442767#637538,1
591202#996663#83679,1
200449#794101#286241,1
288618#474836#605506,0
99822#487131#593211,1
377116#398562#681349,0
595337#681558#398784,1
361254#471135#609207,0
359894#73128#1031926,0
350733#960923#119419,1
99830#692732#387610,1
24342#517256#563086,1
13214#669382#410960,1
224403#530698#549644,1
222193#466611#613731,1
280527#256609#809134,0
142830#20982#1072192,0
363328#718712#361630,0
501799#588#1007197,1
58347#31068#753925,1
138785#6492#1013529,1
57453#31354#877144,1
378382#13420#997878,0
466242#16931#999219,1
313660#23461#1009256,0
314235#20165#1073447,0
312024#28659#884653,0
7574#10220#1072616,0
437933#2342#1002097,1
4898#29357#728549,0
308172#29024#728162,0
314709#19382#1000660,0
308326#32706#886357,0
309236#26529#885267,0
293916#1521#1073783,1
85788#24909#876843,0
314268#20184#1007707,0
311192#31130#885014,0
561315#12912#1074030,1
25471#306278#777195,1
305173#31861#877352,0
553076#1200#998218,1
211682#350#1007037,1
429149#18619#997171,1
308567#27421#883490,0
202142#33973#1067436,0
159630#23269#1002127,0
268931#371121#698212,0
101180#30443#1014120,0
482623#11138#1004946,0
310635#26844#877171,0
240202#17215#1076412,1
474585#12959#1073399,0
437327#240007#840657,1
587813#5904#997406,1
306736#3272#884099,0
311648#25824#1008515,0
255173#602297#478045,1
592763#959975#120367,1
220494#996771#83571,0
441001#62019#1042966,1
615579#822780#257562,1
278426#779969#300373,1
119457#349839#730920,1
19731#110059#977739,1
78617#548290#532052,1
40400#813933#266409,1
106621#1022891#57451,1
43918#84732#1020524,1
240538#409801#670118,0
130846#770960#309382,1
503533#296669#786429,1
229627#517391#562951,1
609971#693346#386996,1
200922#680574#399768,1
27386#536157#544185,0
127461#635820#444522,0
307468#30392#1013332,0
314432#23031#999361,0
511269#996#1078341,0
310991#27211#753463,0
316298#5982#1073459,0
99056#103754#994974,1
306713#31217#876632,0
308491#29261#728205,0
464167#51586#1032137,1
17423#33904#1068143,0
308543#1572#884371,0
314476#1009#1002142,0
145543#86332#1023648,1
385324#439038#639482,1
306912#17750#876522,0
553999#13996#1006198,1
307797#29541#728336,0
314574#3694#1075657,0
306104#29980#1011121,0
283746#4496#1004111,1
429917#256607#795196,1
95887#30603#1076537,1
313401#15541#1004837,0
47400#11003#1005748,1
310436#30715#1000121,0
230951#435#1010251,1
114145#382797#722703,0
506023#3408#1008898,0
148195#233675#849081,1
543988#7180#1077421,1
406569#18731#1012383,1
306792#29971#1001132,0
307790#9452#998084,0
313688#22407#1071982,0
225309#2266#1076487,1
571164#26669#753665,0
10973#302830#821676,0
15670#29233#728051,0
21608#9524#1008432,0
348537#16879#1010406,1
426108#52017#1045614,1
329628#77296#1027787,1
93536#430808#649220,0
85986#406295#673625,0
456507#675766#404576,1
394130#147128#940964,1
184617#433980#646174,1
490391#876201#204141,1
215403#587875#492467,0
621210#1008477#71865,1
499600#716025#364317,1
482872#992614#87728,1
112192#565019#515323,1
195195#727999#352343,1
358785#868290#212052,0
495673#622979#457363,1
126811#249833#833168,1
349247#355855#724007,1
2189#1017993#62349,1
116756#959079#121263,1
391249#429240#650758,1
286201#491991#588351,1
64471#187651#900507,1
201049#547814#532528,1
147351#348688#732059,1
33577#701225#379117,1
214857#143957#944146,1
542639#492719#587623,1
34400#123154#964669,1
204047#212762#869993,1
398516#173903#914212,1
152112#949682#130660,1
4988#626960#453382,1
39405#535511#544831,1
106102#278922#804119,1
263870#392323#687577,0
115649#542213#538129,0
395543#287425#795646,1
102463#702614#377728,1
162429#289407#793654,1
251356#554238#526104,1
137300#589536#490806,1
15691#945256#135086,1
402430#422885#657098,1
215596#659370#420972,1
271953#601264#479078,0
194834#599181#481161,1
388899#804082#276260,0
614242#315747#767393,1
407914#630143#450199,1
588772#169523#918611,1
510956#793831#286511,0
7457#856370#223972,0
398239#159104#929004,0
477094#405360#674563,0
376995#399937#679971,1
256093#469660#610682,0
277096#1024386#55956,0
432688#862965#217377,1
491685#894401#185941,1
94489#903309#177033,0
195660#108725#979068,1
520602#1025653#54689,1
22338#403667#676255,1
304294#418739#661255,1
431907#364699#715154,1
468726#876200#204142,1
291337#650249#430093,0
438791#743623#336719,1
226893#518419#561923,0
238608#787880#292462,1
37457#84454#1020799,1
36527#1032759#47583,0
281728#1015078#65264,1
592919#862380#217962,1
140589#471256#609086,0
558048#474301#606041,1
211603#135363#952730,1
80502#1079072#1270,1
189633#119623#968203,1
594065#359491#720370,1
227013#526807#553535,0
259156#816519#263823,1
447917#468322#612020,1
496496#301316#781799,0
534897#395759#684147,1
502448#352049#727824,1
85612#151401#936698,0
510144#1024123#56219,1
502799#146912#941181,1
40020#604005#476337,0
440138#51011#1053900,1
532589#194043#894209,1
549326#538477#541865,0
266151#427003#652981,1
258336#614540#465802,1
252901#811305#269037,1
116298#667180#413162,1
11399#876331#204011,0
38187#342293#738372,1
543017#664975#415367,1
393308#957156#123186,1
301263#845480#234862,1
307548#984614#95728,1
457399#246655#836341,0
527596#315033#768104,1
494732#1000975#79367,1
59160#816251#264091,1
400440#355035#724834,1
36407#620627#459715,0
482570#534402#545940,0
44254#677900#402442,1
275073#750944#329398,1
173146#988885#91457,0
31945#492562#587780,0
479191#1005523#74819,1
471333#368201#711659,0
597203#1034177#46165,0
211928#332602#747977,1
1518#88995#1016306,1
5239#461379#618960,0
496111#384308#695550,1
45407#733984#346358,1
469327#36626#1068435,1
68208#698007#382335,1
187980#690662#389680,1
179856#504144#576198,1
303167#973534#106808,1
253940#80553#1024684,0
334007#990687#89655,0
634527#384896#694962,1
417709#141916#946186,1
28166#373950#705904,1
12991#531056#549286,1
256928#470378#609964,1
306891#483450#596892,0
197770#537520#542822,1
420672#718959#361383,1
389646#227120#855700,1
424886#803194#277148,0
13525#851882#228460,1
64275#487840#592502,1
69440#604466#475876,0
323571#323258#759873,1
335708#281972#801075,0
261607#885145#195197,1
273621#385918#693932,0
437085#973070#107272,1
340192#382359#697495,1
297807#638609#441733,1
366173#812584#267758,1
197886#1001707#78635,0
30224#780166#300176,0
221440#283144#799913,1
117813#680293#400049,1
342946#806205#274137,1
521552#195825#892432,1
54413#531016#549326,1
157891#390365#689522,1
350951#723801#356541,0
576890#92405#995359,1
449157#245125#837870,1
115442#37869#1067204,1
253022#608937#471405,1
106166#1035107#45235,1
624709#227696#855134,1
432530#34615#1070427,1
607330#675100#405242,1
372765#1039358#40984,0
410251#976725#103617,1
219445#535538#544804,1
82557#335507#745076,0
419703#890301#190041,0
386735#1017624#62718,1
392025#512491#567851,1
561886#909728#170614,1
217335#623579#456763,0
162451#547886#532456,1
299910#559956#520386,1
371281#470799#609543,1
34071#501104#579238,1
182425#841099#239243,1
124512#276964#806064,1
543743#678163#402179,1
164767#730637#349705,1
53241#113931#973880,1
427900#156358#931741,1
591320#228152#854677,1
411365#1043282#37060,1
493213#58701#1046281,1
393563#392247#687654,0
586360#35929#1069122,1
107939#893901#186441,0
230863#256760#826218,1
503202#545822#534520,1
107366#693554#386788,0
97996#998179#82163,1
507291#724109#356233,1
122167#890177#190165,0
45035#497623#582719,0
58904#632364#447978,0
28381#786376#293966,1
438693#755080#325262,0
428629#1060240#20102,0
278616#388928#690930,1
240353#709335#371007,1
35692#403132#676787,0
406892#866458#213884,1
417404#198126#890137,1
32776#599523#480819,1
568555#159845#928255,1
40928#435922#644313,1
133083#475061#605281,1
535849#149998#938096,1
311073#1041248#39094,0
519440#358955#720905,0
33968#312099#771046,0
567846#408038#671879,1
492783#389526#690322,0
266710#605701#474641,1
14715#679420#400922,1
517434#476946#603396,0
222371#354725#725142,0
434590#258418#824568,1
147333#368382#711478,1
595825#979991#100351,1
297451#820961#259381,1
254405#431908#648157,1
217171#826474#253868,1
605141#409650#670270,1
473205#380592#699266,1
15682#496654#583688,1
75755#943690#136652,1
148571#503158#577184,0
21027#1080111#231,0
584769#852022#228320,1
359155#727345#352997,0
565217#695406#384936,1
405697#747796#332546,1
507623#206234#879046,1
165631#517270#563072,0
144652#387904#691948,1
143038#326005#757130,1
179775#403899#676021,1
16557#308809#774312,1
73737#792460#287882,1
288945#1003236#77106,0
245954#932683#147659,1
372077#969438#110904,1
177900#623175#457167,0
500370#337642#742980,1
349561#1022616#57726,1
218965#955515#124827,1
243490#260580#822403,1
251592#559214#521128,0
43877#967767#112575,1
343242#166537#921584,1
218810#845696#234646,1
255377#599665#480677,1
498619#261953#821032,0
180413#871117#209225,1
371608#165331#922786,1
303214#108999#978797,1
582721#350688#730079,1
332610#352094#727779,1
130161#852981#227361,0
232088#209904#872831,1
244634#1021709#58633,1
200921#542933#537409,1
181707#235113#847764,0
256904#832998#247344,1
68465#131954#955942,0
386954#950702#129640,1
50625#770449#309893,1
568262#477439#602903,1
159266#526207#554135,0
29746#1017475#62867,0
150399#236868#846072,1
624850#593118#487224,1
90302#459099#621242,1
318149#964040#116302,1
126542#134823#953250,0
630727#359456#720405,1
238777#33200#1071824,1
127748#277632#805402,1
166847#86510#1018755,1
592010#1075204#5138,0
29641#188152#900014,1
487341#1019503#60839,1
342738#159039#929072,1
627696#243070#839940,1
388799#117125#970695,1
382266#177929#910188,1
425309#861573#218769,1
491484#754598#325744,1
594650#782489#297853,1
442609#97041#990732,1
524885#1034266#46076,1
159583#586519#493823,1
429411#1054760#25582,1
603730#857712#222630,0
11923#713294#367048,1
361581#262505#820477,1
290713#471306#609036,0
170501#867221#213121,0
76546#633947#446395,1
492201#703700#376642,1
567439#866674#213668,1
489155#417636#662360,1
272127#758187#322155,1
455412#184740#903401,1
138613#946621#133721,1
262651#837997#242345,1
29410#1002976#77366,1
446714#691223#389119,0
208858#1059680#20662,1
295647#400681#679228,0
375941#409412#670510,1
610187#536754#543588,1
248959#777100#303242,1
151290#955869#124473,1
301531#995429#84913,1
52882#1022845#57497,1
40679#653531#426811,1
532816#634393#445949,1
408894#222991#859808,1
617701#1031731#48611,1
275926#639352#440990,1
149191#698793#381549,0
601840#627693#452649,1
236660#293345#789734,0
601183#117527#970294,0
347181#870479#209863,1
151109#137028#951076,1
253719#132674#955255,1
420888#292843#790229,1
472275#888476#191866,0
335442#450428#629946,1
211768#1029861#50481,1
155538#568410#511932,1
496506#172409#915714,1
5134#391826#688078,0
601820#419188#660802,1
590735#362484#717374,1
22990#744200#336142,1
544288#492329#588013,1
537756#111026#976783,1
543232#425507#654469,1
570795#983188#97154,1
51214#430396#649614,1
326379#745624#334718,1
455718#1019514#60828,1
229509#597068#483274,1
229509#597105#483237,1
562255#502632#577710,1
467227#687719#392623,1
166338#113665#974151,1
385573#703875#376467,1
52731#609153#471189,0
563106#378279#701578,1
546239#812088#268254,1
421321#407174#672745,1
295035#984223#96119,0
121486#871480#208862,1
442156#1057044#23298,0
126266#609784#470558,1
529126#131314#956537,1
402741#290592#792464,1
149318#237170#845786,0
77967#460452#619883,1
160591#172179#915943,1
94794#82391#1022859,1
191225#830947#249395,0
517677#690805#389537,1
595667#669190#411152,1
